Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
22:47:43.337,4.00,4.99,4.99,-0.40
22:47:43.341,0.00,4.99,4.99,-0.20
22:47:43.344,0.00,5.00,5.00,-0.30
22:47:43.347,0.00,4.99,4.99,-0.20
22:47:43.351,0.00,4.99,4.99,-0.30
22:47:43.354,0.00,5.00,5.00,0.00
22:47:43.357,0.00,4.99,4.99,-0.20
22:47:43.361,0.00,4.99,4.99,-0.10
22:47:43.364,0.00,4.99,4.99,-0.40
22:47:43.368,0.00,4.99,4.99,-0.30
22:47:43.371,0.00,4.98,4.98,-0.30
22:47:43.374,0.00,4.99,4.99,-0.10
22:47:43.378,0.00,4.99,4.99,-0.30
22:47:43.381,0.00,4.99,4.99,0.00
22:47:43.384,0.00,4.99,4.99,-0.10
22:47:43.388,0.00,4.99,4.99,-0.10
22:47:43.391,4.00,5.00,5.00,-0.40
22:47:43.395,4.00,4.98,4.98,-0.40
22:47:43.398,0.00,4.99,4.99,0.00
22:47:43.401,0.00,5.00,5.00,-0.30
22:47:43.405,0.00,4.99,4.99,-0.30
22:47:43.408,0.00,4.99,4.99,-0.20
22:47:43.411,0.00,4.99,4.99,-0.20
22:47:43.415,0.00,5.00,5.00,-0.30
22:47:43.418,0.00,4.98,4.98,-0.10
22:47:43.422,0.00,4.98,4.98,-0.10
22:47:43.437,0.00,5.00,5.00,-0.20
22:47:43.441,0.00,4.99,4.99,-0.30
22:47:43.444,0.00,4.99,4.99,-0.10
22:47:43.448,4.00,4.99,4.99,-0.20
22:47:43.451,0.00,4.99,4.99,-0.30
22:47:43.454,0.00,4.99,4.99,-0.10
22:47:43.458,4.00,5.00,5.00,-0.40
22:47:43.461,0.00,5.00,5.00,-0.20
22:47:43.464,0.00,4.98,4.98,-0.20
22:47:43.468,4.00,4.99,4.99,0.00
22:47:43.471,0.00,4.99,4.99,-0.20
22:47:43.475,4.00,5.00,5.00,-0.40
22:47:43.478,0.00,4.99,4.99,-0.30
22:47:43.481,0.00,4.99,4.99,-0.10
22:47:43.485,0.00,4.99,4.99,-0.10
22:47:43.488,0.00,4.98,4.98,-0.10
22:47:43.492,0.00,4.99,4.99,-0.20
22:47:43.495,0.00,5.00,5.00,-0.10
22:47:43.498,0.00,5.00,5.00,-0.30
22:47:43.502,0.00,5.00,5.00,-0.20
22:47:43.505,0.00,4.99,4.99,-0.10
22:47:43.508,0.00,5.00,5.00,-0.10
22:47:43.512,0.00,4.98,4.98,-0.30
22:47:43.515,0.00,5.00,5.00,-0.10
22:47:43.519,0.00,5.00,5.00,-0.20
22:47:43.522,0.00,4.98,4.98,-0.20
22:47:43.525,0.00,4.97,4.97,-0.10
22:47:43.529,0.00,4.99,4.99,-0.30
22:47:43.532,0.00,4.99,4.99,0.00
22:47:43.535,0.00,4.98,4.98,-0.20
22:47:43.539,0.00,4.99,4.99,-0.20
22:47:43.542,0.00,4.99,4.99,-0.10
22:47:43.546,0.00,4.99,4.99,-0.20
22:47:43.549,4.00,4.98,4.98,-0.40
22:47:43.552,0.00,4.99,4.99,-0.20
22:47:43.556,0.00,5.00,5.00,-0.20
22:47:43.559,0.00,4.99,4.99,-0.20
22:47:43.563,0.00,5.00,5.00,-0.20
22:47:43.566,0.00,4.99,4.99,-0.20
22:47:43.569,0.00,4.99,4.99,-0.20
22:47:43.573,4.00,4.98,4.98,-0.50
22:47:43.576,0.00,4.99,4.99,-0.30
22:47:43.579,0.00,5.00,5.00,-0.20
22:47:43.583,0.00,4.99,4.99,-0.30
22:47:43.586,0.00,4.99,4.99,-0.10
22:47:43.590,0.00,4.99,4.99,-0.60
22:47:43.593,0.00,5.00,5.00,-0.20
22:47:43.596,0.00,4.98,4.98,-0.30
22:47:43.600,0.00,5.00,5.00,-0.30
22:47:43.603,0.00,4.99,4.99,-0.30
22:47:43.620,0.00,5.00,5.00,-0.30
22:47:43.623,0.00,4.99,4.99,-0.20
22:47:43.627,0.00,4.99,4.99,-0.10
22:47:43.630,0.00,4.98,4.98,-0.20
22:47:43.634,0.00,4.98,4.98,-0.30
22:47:43.637,4.00,5.00,5.00,-0.30
22:47:43.640,0.00,5.00,5.00,-0.20
22:47:43.644,0.00,4.98,4.98,-0.10
22:47:43.647,4.00,4.99,4.99,-0.20
22:47:43.650,0.00,5.00,5.00,-0.20
22:47:43.654,0.00,4.98,4.98,-0.30
22:47:43.657,0.00,5.00,5.00,0.00
22:47:43.661,0.00,5.00,5.00,-0.10
22:47:43.664,0.00,4.99,4.99,-0.30
22:47:43.667,0.00,4.98,4.98,-0.20
22:47:43.671,0.00,4.99,4.99,-0.20
22:47:43.674,0.00,4.99,4.99,-0.20
22:47:43.677,0.00,4.99,4.99,0.00
22:47:43.681,0.00,5.00,5.00,0.10
22:47:43.684,0.00,4.99,4.99,-0.30
22:47:43.688,0.00,4.99,4.99,-0.20
22:47:43.691,0.00,4.98,4.98,-0.30
22:47:43.694,0.00,4.99,4.99,-0.20
